3	1	p08r06n33.grace.hpc.yale.internal	2020-03-12 09:03:52	2020-03-12 09:03:52	0.00	export PATH="/home/zy92/anaconda3/bin:$PATH; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 1 4
5	1	p08r06n33.grace.hpc.yale.internal	2020-03-12 09:03:52	2020-03-12 09:03:52	0.00	export PATH="/home/zy92/anaconda3/bin:$PATH; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 2 1
7	1	p08r06n33.grace.hpc.yale.internal	2020-03-12 09:03:52	2020-03-12 09:03:52	0.00	export PATH="/home/zy92/anaconda3/bin:$PATH; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 2 3
9	1	p08r06n33.grace.hpc.yale.internal	2020-03-12 09:03:52	2020-03-12 09:03:52	0.00	export PATH="/home/zy92/anaconda3/bin:$PATH; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 2 5
11	1	p08r06n33.grace.hpc.yale.internal	2020-03-12 09:03:52	2020-03-12 09:03:52	0.00	export PATH="/home/zy92/anaconda3/bin:$PATH; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 3 2
13	1	p08r06n33.grace.hpc.yale.internal	2020-03-12 09:03:52	2020-03-12 09:03:52	0.00	export PATH="/home/zy92/anaconda3/bin:$PATH; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 3 4
10	1	p08r06n33.grace.hpc.yale.internal	2020-03-12 09:03:52	2020-03-12 09:03:52	0.00	export PATH="/home/zy92/anaconda3/bin:$PATH; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 3 1
12	1	p08r06n33.grace.hpc.yale.internal	2020-03-12 09:03:52	2020-03-12 09:03:52	0.00	export PATH="/home/zy92/anaconda3/bin:$PATH; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 3 3
4	1	p08r06n33.grace.hpc.yale.internal	2020-03-12 09:03:52	2020-03-12 09:03:52	0.00	export PATH="/home/zy92/anaconda3/bin:$PATH; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 1 5
6	1	p08r06n33.grace.hpc.yale.internal	2020-03-12 09:03:52	2020-03-12 09:03:52	0.00	export PATH="/home/zy92/anaconda3/bin:$PATH; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 2 2
15	1	p08r06n34.grace.hpc.yale.internal	2020-03-12 09:03:52	2020-03-12 09:03:52	0.00	export PATH="/home/zy92/anaconda3/bin:$PATH; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 4 1
14	1	p08r06n34.grace.hpc.yale.internal	2020-03-12 09:03:52	2020-03-12 09:03:52	0.01	export PATH="/home/zy92/anaconda3/bin:$PATH; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 3 5
19	1	p08r06n34.grace.hpc.yale.internal	2020-03-12 09:03:52	2020-03-12 09:03:52	0.00	export PATH="/home/zy92/anaconda3/bin:$PATH; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 4 5
