19	0	c27n08.grace.hpc.yale.internal	2020-03-12 19:34:51	2020-03-12 19:35:02	11.13	export PATH="/home/zy92/anaconda3/bin:$PATH"; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 4 5
18	0	c27n07.grace.hpc.yale.internal	2020-03-12 19:34:51	2020-03-12 19:35:03	11.14	export PATH="/home/zy92/anaconda3/bin:$PATH"; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 4 4
17	0	c27n07.grace.hpc.yale.internal	2020-03-12 19:34:51	2020-03-12 19:35:03	11.14	export PATH="/home/zy92/anaconda3/bin:$PATH"; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 4 3
16	0	c27n07.grace.hpc.yale.internal	2020-03-12 19:34:51	2020-03-12 19:35:03	11.15	export PATH="/home/zy92/anaconda3/bin:$PATH"; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 4 2
15	0	c28n10.grace.hpc.yale.internal	2020-03-12 19:34:51	2020-03-12 19:35:03	11.49	export PATH="/home/zy92/anaconda3/bin:$PATH"; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 4 1
10	0	p08r06n34.grace.hpc.yale.internal	2020-03-12 19:34:51	2020-03-13 03:34:49	28798.24	export PATH="/home/zy92/anaconda3/bin:$PATH"; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 3 1
11	0	p08r06n34.grace.hpc.yale.internal	2020-03-12 19:34:51	2020-03-13 05:07:40	34368.92	export PATH="/home/zy92/anaconda3/bin:$PATH"; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 3 2
8	0	p08r06n33.grace.hpc.yale.internal	2020-03-12 19:34:51	2020-03-13 07:28:34	42822.61	export PATH="/home/zy92/anaconda3/bin:$PATH"; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 2 4
12	0	c05n01.grace.hpc.yale.internal	2020-03-12 19:34:51	2020-03-13 09:09:26	48874.78	export PATH="/home/zy92/anaconda3/bin:$PATH"; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 3 3
9	0	p08r06n34.grace.hpc.yale.internal	2020-03-12 19:34:51	2020-03-13 09:45:38	51047.08	export PATH="/home/zy92/anaconda3/bin:$PATH"; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 2 5
5	0	bigmem03.grace.hpc.yale.internal	2020-03-12 19:34:52	2020-03-13 11:08:44	56032.13	export PATH="/home/zy92/anaconda3/bin:$PATH"; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 2 1
0	0	bigmem03.grace.hpc.yale.internal	2020-03-12 19:34:51	2020-03-13 11:24:02	56950.52	export PATH="/home/zy92/anaconda3/bin:$PATH"; python3 /ysm-gpfs/pi/zhao/zy92/projects/ddipred/ddi_pred/code/xgboost/xgboost_ddipred.py 1 1
